bookURI/type,bookURI/value,bookName/type,bookName/xml:lang,bookName/value,authorName/type,authorName/xml:lang,authorName/value,authorMovement/type,authorMovement/xml:lang,authorMovement/value,bookGenre/type,bookGenre/xml:lang,bookGenre/value,bookAbstract/type,bookAbstract/xml:lang,bookAbstract/value
uri,http://dbpedia.org/resource/Gaudy_Night,literal,en,Gaudy Night,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Detective fiction,literal,en,"Gaudy Night (1935) is a mystery novel by Dorothy L. Sayers, the tenth in her popular series about aristocratic sleuth Lord Peter Wimsey, and the third featuring crime writer Harriet Vane.The dons of Harriet Vane's alma mater, the all-female Shrewsbury College, Oxford (a thinly veiled take on Sayers' own Somerville College), have invited her back to attend the much anticipated annual 'Gaudy' celebrations. However, the mood turns sour when someone begins a series of malicious pranks including poison-pen messages, obscene graffiti, the destruction of a set of proofs and crafting vile effigies. Desperate to avoid a possible murder in college, Harriet eventually asks her old friend Wimsey to investigate."
uri,http://dbpedia.org/resource/Busman's_Honeymoon,literal,en,Busman's Honeymoon,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Detective fiction,literal,en,"Busman's Honeymoon is a 1937 novel by Dorothy L. Sayers, her eleventh (and last) featuring Lord Peter Wimsey. It is the fourth and last novel to feature Harriet Vane."
uri,http://dbpedia.org/resource/Murder_Must_Advertise,literal,en,Murder Must Advertise,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Murder Must Advertise is a Lord Peter Wimsey mystery novel by Dorothy L. Sayers, published in 1933. Most of the action takes place in an advertising agency, a setting with which Sayers was very familiar. One of her advertising colleagues, Bobby Bevan, was the inspiration for the character Mr Ingleby."
uri,http://dbpedia.org/resource/The_Floating_Admiral,literal,en,The Floating Admiral,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"The Floating Admiral is a collaborative detective novel written by fourteen members of the Detection Club in 1931.  The twelve chapters of the story were each written by a different author, in the following sequence: Canon Victor Whitechurch, G. D. H. Cole and Margaret Cole, Henry Wade, Agatha Christie, John Rhode, Milward Kennedy,  Dorothy L. Sayers, Ronald Knox, Freeman Wills Crofts, Edgar Jepson, Clemence Dane and Anthony Berkeley. G. K. Chesterton contributed a Prologue, which was written after the novel had been completed.In a literary game of consequences, each author would write one chapter, leaving G.K. Chesterton to write a typically paradoxical prologue and Anthony Berkeley to tie up all the loose ends. In addition, each of the authors provided their own solution in a sealed envelope, all of which appeared at the end of the book.As Sayers explained in the introduction to the book, ""Each writer must construct his instalment with a definite solution in view—that is, he must not introduce new complications merely 'to make it more difficult' ... [E]ach writer was bound to deal faithfully with all the difficulties left for his consideration by his predecessors."""
uri,http://dbpedia.org/resource/Clouds_of_Witness,literal,en,Clouds of Witness,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Clouds of Witness is a 1926 novel by Dorothy L. Sayers, the second in her series featuring Lord Peter Wimsey.It was adapted for television in 1972, as part of a series starring Ian Carmichael as Lord Peter."
uri,http://dbpedia.org/resource/Gaudy_Night,literal,en,Gaudy Night,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Gaudy Night (1935) is a mystery novel by Dorothy L. Sayers, the tenth in her popular series about aristocratic sleuth Lord Peter Wimsey, and the third featuring crime writer Harriet Vane.The dons of Harriet Vane's alma mater, the all-female Shrewsbury College, Oxford (a thinly veiled take on Sayers' own Somerville College), have invited her back to attend the much anticipated annual 'Gaudy' celebrations. However, the mood turns sour when someone begins a series of malicious pranks including poison-pen messages, obscene graffiti, the destruction of a set of proofs and crafting vile effigies. Desperate to avoid a possible murder in college, Harriet eventually asks her old friend Wimsey to investigate."
uri,http://dbpedia.org/resource/The_Documents_in_the_Case,literal,en,The Documents in the Case,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"The Documents in the Case is a 1930 novel by Dorothy L. Sayers and Robert Eustace.  It is the only one of Sayers' twelve major crime novels not to feature Lord Peter Wimsey, her most famous detective character."
uri,http://dbpedia.org/resource/Busman's_Honeymoon,literal,en,Busman's Honeymoon,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Busman's Honeymoon is a 1937 novel by Dorothy L. Sayers, her eleventh (and last) featuring Lord Peter Wimsey. It is the fourth and last novel to feature Harriet Vane."
uri,http://dbpedia.org/resource/Have_His_Carcase,literal,en,Have His Carcase,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Have His Carcase is a 1932 novel by Dorothy L. Sayers, her seventh featuring Lord Peter Wimsey and her second novel in which Harriet Vane appears.  The title is taken from William Cowper's translation of Book II of Homer's Iliad: ""The vulture's maw / Shall have his carcase, and the dogs his bones."""
uri,http://dbpedia.org/resource/Strong_Poison,literal,en,Strong Poison,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Strong Poison is a 1930 novel by Dorothy L. Sayers, her fifth featuring Lord Peter Wimsey."
uri,http://dbpedia.org/resource/The_Five_Red_Herrings,literal,en,The Five Red Herrings,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"The Five Red Herrings (also 5 Red Herrings) is a 1931 novel by Dorothy L. Sayers. It was retitled Suspicious Characters for its first publication in the United States, but reverted to its original title in subsequent printings.Sayers points out in the preface that all the places in the story are real places, and it is a fact that almost all the locations can be recognised and visited to this day.Some editions include as a foreword a letter written by Sayers ""To my friend Joe Dignam, kindliest of landlords,"" which suggests that she was in the habit of taking holidays in Galloway – a habit attributed to Wimsey in the book – and that on one of them she promised her landlord to write a detective novel set in this area: a promise that this book fulfilled."
uri,http://dbpedia.org/resource/The_Nine_Tailors,literal,en,The Nine Tailors,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"The Nine Tailors is a 1934 mystery novel by British writer Dorothy L. Sayers, her ninth featuring sleuth Lord Peter Wimsey."
uri,"http://dbpedia.org/resource/Thrones,_Dominations",literal,en,"Thrones, Dominations",literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Thrones, Dominations is a Lord Peter Wimsey murder mystery novel that Dorothy L. Sayers began writing but abandoned, and which remained as fragments and notes at her death. It was completed by Jill Paton Walsh and published in 1998. The title is a quotation from John Milton's Paradise Lost and refers to two categories of angel in the Christian angelic hierarchy."
uri,http://dbpedia.org/resource/Unnatural_Death,literal,en,Unnatural Death,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"Unnatural Death is a 1927 mystery novel by Dorothy L. Sayers, her third featuring Lord Peter Wimsey.  It has also been published in the United States as The Dawson Pedigree."
uri,http://dbpedia.org/resource/The_Unpleasantness_at_the_Bellona_Club,literal,en,The Unpleasantness at the Bellona Club,literal,en,Dorothy L. Sayers,literal,en,Golden Age of Detective Fiction,literal,en,Mystery fiction,literal,en,"The Unpleasantness at the Bellona Club is a 1928 mystery novel by Dorothy L. Sayers, her fourth featuring Lord Peter Wimsey."
uri,http://dbpedia.org/resource/Out_of_the_Unknown_(collection),literal,en,Out of the Unknown (collection),literal,en,Edna Mayne Hull,literal,en,Golden Age of Science Fiction,literal,en,Fantasy,literal,en,"Out of the Unknown is a collection of fantasy short stories written by A. E. van Vogt and E. Mayne Hull. It was first published in 1948 by Fantasy Publishing Company, Inc. in an edition of 1,000 copies. The stories originally appeared in the magazine Unknown."
uri,http://dbpedia.org/resource/The_First_Garment,literal,en,The First Garment,literal,en,Guram Dochanashvili,literal,en,Realism (arts),literal,en,Adventure fiction,literal,en,"The First Garment is a novel by a Georgian writer Guram Dochanashvili which serves as a retelling of The Parable of the Lost Son from the Bible. The plot follows a young, inexperienced, adventure-seeking man named Domenico who is deeply affected by the appearance and stories of a mysterious refugee in his village, and thus decides to take his inheritance and leave the village to go on adventuring. Over the years, Domenico meets many different people and gets caught up in the War of Canudos."
